TransactionID,AccountID,Type,Category,Subcategory,Amount,Date,Status,InvoiceNumber,InvestmentID
T3886,1,Income,Salary,Salary,1722.222,26/09/2023,Pending,NULL,NULL
T1043,1,Expense,Restaurant,Restaurant,152.85672,27/09/2023,Completed,NULL,NULL
T2589,2,Expense,Food and Drink,Food and Drink,107.6958,27/09/2023,Completed,NULL,NULL
T5943,1,Expense,Rent,Rent,114.642,27/09/2023,Cancelled,NULL,NULL
T1202,1,Expense,Rent,Rent,345.90528,27/09/2023,Pending,NULL,NULL
T6619,1,Income,Salary,Salary,6077.736,27/09/2023,Cancelled,NULL,NULL
T3104,1,Income,Salary,Salary,5123.358,27/09/2023,Completed,NULL,NULL
T2611,2,Expense,Entertainment,Investment,1288.1592,28/09/2023,Cancelled,INV-7588,R0004
T8456,2,Expense,Groceries,Groceries,163.69632,28/09/2023,Pending,INV-3214,NULL
T6230,2,Income,Salary,Salary,1199.268,28/09/2023,Pending,NULL,NULL
T9899,1,Expense,Personal Care,Personal Care,57.51108,28/09/2023,Pending,NULL,NULL
T2580,2,Income,Bonus,Bonus,5189.652,29/09/2023,Cancelled,NULL,NULL
T4699,2,Expense,Personal Care,Personal Care,22.11804,29/09/2023,Completed,NULL,NULL
T4537,2,Expense,Restaurant,Restaurant,113.38056,30/09/2023,Pending,NULL,NULL
T3605,2,Expense,Food and Drink,Food and Drink,67.2066,30/09/2023,Pending,INV-9131,NULL
T6791,2,Expense,Sending Money to Family,Sending Money to Family,175.87296,30/09/2023,Cancelled,NULL,NULL
T2225,1,Expense,Food and Drink,Food and Drink,170.964,30/09/2023,Completed,NULL,NULL
T3646,2,Expense,Rent,Rent,318.15576,30/09/2023,Cancelled,NULL,NULL
T9466,2,Income,Salary,Salary,2034.18,1/10/2023,Completed,NULL,NULL
T6189,2,Expense,Taxes,Taxes,1467.9008,1/10/2023,Pending,INV-4172,NULL
T4478,2,Income,Bonus,Bonus,8617.248,1/10/2023,Pending,NULL,NULL
T9107,1,Expense,Restaurant,Restaurant,1370.0736,1/10/2023,Pending,NULL,NULL
T8236,1,Income,Salary,Salary,6804.36,2/10/2023,Completed,NULL,NULL
T4037,1,Income,Bonus,Bonus,2662.272,2/10/2023,Completed,NULL,NULL
T3100,2,Income,Bonus,Bonus,982.332,2/10/2023,Cancelled,NULL,NULL
T7661,2,Income,Salary,Salary,6632.298,2/10/2023,Cancelled,NULL,NULL
T8424,1,Expense,Restaurant,Restaurant,182.5152,2/10/2023,Pending,NULL,NULL
T4450,1,Expense,Restaurant,Restaurant,2389.9776,2/10/2023,Cancelled,NULL,NULL
T2538,1,Expense,Personal Care,Personal Care,840.608,2/10/2023,Pending,NULL,NULL
T2485,2,Income,Salary,Salary,5161.662,2/10/2023,Pending,NULL,NULL
T9359,1,Income,Freelance,Freelance,3025.692,2/10/2023,Completed,NULL,NULL
T1208,1,Income,Bonus,Bonus,4305.258,3/10/2023,Completed,NULL,NULL
T3291,1,Expense,Utilities,Utilities,891.5104,3/10/2023,Cancelled,NULL,NULL
T4955,1,Income,Salary,Salary,7956.468,3/10/2023,Pending,NULL,NULL
T4026,2,Expense,Rent,Rent,976.96,3/10/2023,Cancelled,NULL,NULL
T3336,1,Expense,Utilities,Utilities,44.5216,4/10/2023,Completed,NULL,NULL
T1443,2,Income,Salary,Salary,1517.346,4/10/2023,Completed,NULL,NULL
T6190,1,Income,Bonus,Bonus,1599.282,4/10/2023,Completed,NULL,NULL
T3830,2,Expense,Personal Care,Personal Care,775.52,4/10/2023,Pending,INV-5109,NULL
T1740,2,Expense,Rent,Rent,248.9664,4/10/2023,Cancelled,NULL,NULL
T9359,2,Income,Salary,Salary,925.632,4/10/2023,Completed,NULL,NULL
T6778,1,Expense,Transport,Transport,1207.408,4/10/2023,Cancelled,INV-6165,NULL
T9263,2,Income,Salary,Salary,2109.168,5/10/2023,Completed,NULL,NULL
T8005,1,Expense,Rent,Rent,108.9472,5/10/2023,Cancelled,NULL,NULL
T5736,2,Expense,Food and Drink,Food and Drink,1344.9792,5/10/2023,Cancelled,NULL,NULL
T1804,1,Expense,Transport,Transport,241.2064,5/10/2023,Pending,NULL,NULL
T7143,2,Income,Salary,Salary,1562.85,5/10/2023,Pending,NULL,NULL
T3620,2,Income,Salary,Salary,5738.436,6/10/2023,Completed,NULL,NULL
T2801,1,Income,Salary,Salary,3872.862,6/10/2023,Pending,NULL,NULL
T3597,2,Expense,Taxes,Taxes,363.9616,6/10/2023,Cancelled,INV-4998,NULL
T1334,1,Income,Freelance,Freelance,2853.9,6/10/2023,Pending,NULL,NULL
T3883,2,Expense,Food and Drink,Food and Drink,972.9344,6/10/2023,Completed,NULL,NULL
T7877,1,Expense,Sending Money to Family,Sending Money to Family,1582.9568,6/10/2023,Cancelled,INV-8944,NULL
T6200,1,Expense,Restaurant,Restaurant,1429.2032,7/10/2023,Pending,NULL,NULL
T8370,1,Expense,Entertainment,Google,1435.2672,7/10/2023,Cancelled,INV-5467,NULL
T5980,2,Expense,Taxes,Taxes,338.4128,7/10/2023,Pending,INV-6974,NULL
T2451,2,Expense,Sending Money to Family,Sending Money to Family,1172.9216,7/10/2023,Pending,NULL,NULL
T5059,1,Expense,Restaurant,Restaurant,3061.6384,8/10/2023,Pending,NULL,NULL
T4109,1,Expense,Rent,Rent,190.5152,8/10/2023,Completed,NULL,NULL
T1462,1,Expense,Sending Money to Family,Sending Money to Family,1405.1456,8/10/2023,Completed,INV-6545,NULL
T9378,2,Expense,Groceries,Groceries,609.0368,9/10/2023,Pending,INV-4248,NULL
T2906,2,Expense,Restaurant,Restaurant,2114.8608,9/10/2023,Pending,NULL,NULL
T2812,1,Expense,Restaurant,Restaurant,1595.6032,9/10/2023,Completed,NULL,NULL
T2669,2,Income,Freelance,Freelance,5028.57,9/10/2023,Cancelled,NULL,NULL
T8451,1,Income,Salary,Salary,4109.526,9/10/2023,Completed,NULL,NULL
T1235,2,Income,Salary,Salary,7366.068,10/10/2023,Pending,NULL,NULL
T9262,2,Income,Freelance,Freelance,5296.338,10/10/2023,Pending,NULL,NULL
T7736,2,Expense,Transport,Transport,341.0848,10/10/2023,Completed,INV-8649,NULL
T8131,2,Income,Bonus,Bonus,5431.464,10/10/2023,Completed,NULL,NULL
T3394,1,Income,Salary,Salary,8948.304,10/10/2023,Cancelled,NULL,NULL
T4471,1,Income,Bonus,Transfer In,7833.492,10/10/2023,Cancelled,NULL,NULL
T1576,2,Income,Freelance,Freelance,4215.618,10/10/2023,Pending,NULL,NULL
T1219,2,Expense,Transport,Transport,866.4352,10/10/2023,Cancelled,NULL,NULL
T7491,2,Expense,Rent,Rent,2410.1824,10/10/2023,Pending,NULL,NULL
T5225,1,Income,Salary,Salary,5669.748,11/10/2023,Completed,NULL,NULL
T1923,2,Expense,Restaurant,Restaurant,1187.2832,11/10/2023,Completed,NULL,NULL
T2632,2,Expense,Food and Drink,Food and Drink,122.7968,11/10/2023,Cancelled,NULL,NULL
T8108,2,Expense,Rent,Rent,1023.0976,11/10/2023,Cancelled,NULL,NULL
T5994,1,Expense,Taxes,Taxes,311.008,11/10/2023,Completed,NULL,NULL
T7259,1,Income,Salary,Salary,5480.208,11/10/2023,Pending,NULL,NULL
T7880,1,Income,Salary,Salary,5493.888,11/10/2023,Completed,NULL,NULL
T8723,1,Income,Salary,Salary,3963.096,12/10/2023,Completed,NULL,NULL
T7312,2,Expense,Taxes,Taxes,1103.8016,12/10/2023,Pending,INV-7491,NULL
T9209,1,Expense,Rent,Rent,2936.2048,12/10/2023,Completed,NULL,NULL
T2072,1,Expense,Entertainment,Amazon,1446.8,12/10/2023,Pending,NULL,NULL
T2807,1,Expense,Sending Money to Family,Sending Money to Family,318.5152,12/10/2023,Pending,INV-1510,NULL
T7878,1,Expense,Utilities,Utilities,134.3264,12/10/2023,Cancelled,INV-4409,NULL
T7825,2,Expense,Groceries,Groceries,525.1968,12/10/2023,Cancelled,INV-8865,NULL
T9754,1,Expense,Restaurant,Restaurant,628.8064,12/10/2023,Cancelled,NULL,NULL
T5915,2,Expense,Taxes,Taxes,149.69448,13/10/2023,Cancelled,NULL,NULL
T3629,2,Expense,Rent,Rent,227.39472,13/10/2023,Pending,NULL,NULL
T5447,1,Expense,Taxes,Taxes,97.00452,14/10/2023,Completed,NULL,NULL
T1476,1,Expense,Food and Drink,Food and Drink,163.28448,14/10/2023,Cancelled,NULL,NULL
T8273,2,Expense,Transport,Transport,105.54984,14/10/2023,Completed,INV-1390,NULL
T7188,2,Expense,Utilities,Utilities,121.50936,14/10/2023,Completed,INV-1003,NULL
T6497,2,Expense,Transport,Transport,151.19064,15/10/2023,Completed,INV-2615,NULL
T3119,1,Expense,Personal Care,Personal Care,72.72072,15/10/2023,Completed,NULL,NULL
T3819,2,Income,Bonus,Transfer In,7176.834,16/10/2023,Completed,NULL,NULL
T3109,1,Expense,Restaurant,Restaurant,94.5468,16/10/2023,Cancelled,NULL,NULL
T5357,2,Income,Salary,Salary,7608.348,16/10/2023,Cancelled,NULL,NULL
T6451,1,Expense,Food and Drink,Food and Drink,135.86652,17/10/2023,Pending,INV-9832,NULL
T6145,1,Income,Bonus,Bonus,1152.09,17/10/2023,Cancelled,NULL,NULL
T5044,2,Expense,Utilities,Utilities,38.4192,17/10/2023,Completed,INV-9652,NULL
T5312,1,Income,Salary,Salary,4525.398,17/10/2023,Cancelled,NULL,NULL
T8947,2,Expense,Utilities,Utilities,96.22584,17/10/2023,Pending,NULL,NULL
T5031,1,Expense,Transport,Transport,46.82304,18/10/2023,Cancelled,NULL,NULL
T5814,1,Income,Salary,Salary,5198.778,18/10/2023,Completed,NULL,NULL
T8335,1,Income,Freelance,Freelance,8864.676,18/10/2023,Pending,NULL,NULL
T7075,1,Expense,Food and Drink,Food and Drink,131.53464,18/10/2023,Pending,NULL,NULL
T9465,2,Expense,Food and Drink,Food and Drink,19.28016,18/10/2023,Cancelled,NULL,NULL
T9393,2,Expense,Groceries,Groceries,173.74464,18/10/2023,Completed,NULL,NULL
T9304,1,Expense,Personal Care,Personal Care,10.92528,18/10/2023,Completed,NULL,NULL
T7306,1,Expense,Restaurant,Restaurant,210.27024,18/10/2023,Completed,NULL,NULL
T1741,2,Expense,Food and Drink,Food and Drink,127.10916,19/10/2023,Pending,INV-7138,NULL
T2106,2,Expense,Entertainment,Travel,17.87616,19/10/2023,Cancelled,NULL,NULL
T3426,1,Income,Bonus,Bonus,6047.928,19/10/2023,Cancelled,NULL,NULL
T8840,1,Expense,Sending Money to Family,Sending Money to Family,125.73288,19/10/2023,Completed,INV-7433,NULL
T6876,2,Income,Freelance,Freelance,4066.254,19/10/2023,Pending,NULL,NULL
T3409,2,Expense,Groceries,Groceries,91.91484,19/10/2023,Completed,NULL,NULL
T1937,1,Expense,Taxes,Taxes,155.70972,20/10/2023,Cancelled,NULL,NULL
T1531,1,Expense,Utilities,Utilities,152.88876,20/10/2023,Pending,INV-8221,NULL
T3916,2,Expense,Restaurant,Restaurant,258.37056,20/10/2023,Completed,NULL,NULL
T8997,2,Income,Freelance,Freelance,5458.374,20/10/2023,Cancelled,NULL,NULL
T6804,1,Expense,Restaurant,Restaurant,38.14848,20/10/2023,Completed,NULL,NULL
T9440,2,Expense,Sending Money to Family,Sending Money to Family,129.23172,21/10/2023,Cancelled,INV-3510,NULL
T2260,2,Expense,Transport,Transport,152.9208,21/10/2023,Completed,NULL,NULL
T3250,2,Income,Freelance,Freelance,1916.568,21/10/2023,Cancelled,NULL,NULL
T7245,1,Expense,Entertainment,Amazon,95.77296,22/10/2023,Cancelled,INV-2323,NULL
T9701,1,Expense,Entertainment,Amazon,110.93868,23/10/2023,Pending,NULL,NULL
T7132,1,Expense,Food and Drink,Food and Drink,115.57152,23/10/2023,Completed,NULL,NULL
T9444,1,Expense,Taxes,Taxes,29.2302,23/10/2023,Completed,NULL,NULL
T6158,1,Income,Freelance,Freelance,6856.722,23/10/2023,Cancelled,NULL,NULL
T3641,2,Income,Freelance,Freelance,4997.07,24/10/2023,Completed,NULL,NULL
T2914,1,Expense,Sending Money to Family,Sending Money to Family,60.91488,24/10/2023,Pending,INV-9201,NULL
T5569,2,Expense,Restaurant,Restaurant,60.32664,24/10/2023,Cancelled,NULL,NULL
T2583,1,Expense,Food and Drink,Food and Drink,43.92396,25/10/2023,Completed,INV-3838,NULL
T3271,2,Expense,Rent,Rent,298.30968,25/10/2023,Pending,NULL,NULL
T1787,1,Expense,Rent,Rent,198.80064,26/10/2023,Cancelled,NULL,NULL
T6354,2,Expense,Personal Care,Personal Care,125.63496,26/10/2023,Cancelled,NULL,NULL
T4068,2,Income,Salary,Salary,8187.624,26/10/2023,Cancelled,NULL,NULL
T8803,1,Income,Freelance,Freelance,1957.428,26/10/2023,Pending,NULL,NULL
T3753,2,Expense,Rent,Rent,121.97304,26/10/2023,Completed,NULL,NULL
T5161,2,Expense,Entertainment,Restaurant,126.91872,27/10/2023,Completed,INV-4457,NULL
T3489,1,Expense,Sending Money to Family,Sending Money to Family,143.36424,27/10/2023,Cancelled,INV-5916,NULL
T8390,1,Expense,Groceries,Groceries,107.20548,27/10/2023,Completed,INV-1876,NULL
T8341,1,Income,Salary,Salary,1540.026,27/10/2023,Pending,NULL,NULL
T9489,2,Expense,Utilities,Utilities,63.97848,28/10/2023,Cancelled,INV-3317,NULL
T4640,2,Expense,Taxes,Taxes,23.41836,28/10/2023,Cancelled,NULL,NULL
T7884,1,Expense,Sending Money to Family,Sending Money to Family,19.13544,28/10/2023,Completed,NULL,NULL
T3002,2,Expense,Restaurant,Restaurant,7.44696,28/10/2023,Completed,NULL,NULL
T1230,1,Expense,Groceries,Groceries,94.5846,29/10/2023,Pending,INV-2590,NULL
T5265,1,Expense,Entertainment,Sports,66.39156,29/10/2023,Completed,NULL,NULL
T9368,1,Income,Salary,Salary,7599.348,30/10/2023,Pending,NULL,NULL
T5934,2,Expense,Restaurant,Restaurant,239.43816,30/10/2023,Pending,NULL,NULL
T5966,2,Expense,Utilities,Utilities,125.8794,30/10/2023,Cancelled,NULL,NULL
T5490,2,Income,Bonus,Bonus,7770.888,30/10/2023,Cancelled,NULL,NULL
T3182,2,Income,Bonus,Bonus,2856.78,30/10/2023,Pending,NULL,NULL
T5655,1,Expense,Transport,Transport,139.10256,31/10/2023,Pending,NULL,NULL
T5707,2,Income,Freelance,Freelance,8161.668,31/10/2023,Completed,NULL,NULL
T9987,1,Expense,Sending Money to Family,Sending Money to Family,98.18892,31/10/2023,Pending,NULL,NULL
T2318,2,Expense,Restaurant,Restaurant,1424.6912,1/11/2023,Completed,NULL,NULL
T4427,1,Expense,Restaurant,Restaurant,772.6656,1/11/2023,Pending,NULL,NULL
T7837,1,Expense,Rent,Rent,1379.5648,1/11/2023,Pending,NULL,NULL
T7427,1,Income,Salary,Salary,4439.268,1/11/2023,Cancelled,NULL,NULL
T6715,2,Expense,Utilities,Utilities,303.3888,1/11/2023,Pending,INV-1220,NULL
T1817,1,Expense,Rent,Rent,2869.9584,1/11/2023,Cancelled,NULL,NULL
T2850,2,Expense,Utilities,Utilities,1039.376,2/11/2023,Completed,NULL,NULL
T9003,1,Income,Freelance,Freelance,6224.814,2/11/2023,Cancelled,NULL,NULL
T1012,1,Expense,Personal Care,Personal Care,396.8,2/11/2023,Completed,NULL,NULL
T2287,2,Expense,Utilities,Utilities,1256.9408,3/11/2023,Cancelled,INV-7049,NULL
T6355,2,Expense,Rent,Rent,310.6624,3/11/2023,Pending,NULL,NULL
T9379,1,Expense,Rent,Rent,2109.3568,4/11/2023,Cancelled,NULL,NULL
T1173,1,Expense,Utilities,Utilities,223.4464,4/11/2023,Pending,INV-6200,NULL
T9271,2,Income,Freelance,Freelance,6732.648,4/11/2023,Pending,NULL,NULL
T5010,2,Income,Bonus,Bonus,4891.68,4/11/2023,Cancelled,NULL,NULL
T7955,2,Expense,Food and Drink,Food and Drink,1197.2896,5/11/2023,Completed,NULL,NULL
T7128,1,Expense,Transport,Transport,455.3472,5/11/2023,Cancelled,NULL,NULL
T1271,1,Expense,Utilities,Utilities,1559.6288,5/11/2023,Completed,NULL,NULL
T1492,1,Expense,Sending Money to Family,Sending Money to Family,945.056,5/11/2023,Completed,INV-3668,NULL
T5627,1,Expense,Groceries,Groceries,397.7664,6/11/2023,Pending,NULL,NULL
T5783,1,Expense,Rent,Rent,2671.6032,6/11/2023,Completed,NULL,NULL
T4040,1,Income,Freelance,Freelance,5112.936,6/11/2023,Pending,NULL,NULL
T1755,2,Expense,Food and Drink,Food and Drink,1515.1008,6/11/2023,Completed,NULL,NULL
T6921,1,Expense,Utilities,Utilities,1302.1792,6/11/2023,Pending,INV-5830,NULL
T1132,2,Expense,Taxes,Taxes,99.3344,7/11/2023,Cancelled,INV-9875,NULL
T5695,2,Expense,Transport,Transport,1358.8224,7/11/2023,Cancelled,NULL,NULL
T6406,1,Income,Salary,Salary,1736.73,7/11/2023,Cancelled,NULL,NULL
T1511,2,Expense,Entertainment,Travel,1552.384,7/11/2023,Cancelled,INV-5540,NULL
T5966,1,Expense,Rent,Rent,1559.7632,7/11/2023,Completed,NULL,NULL
T5571,2,Expense,Utilities,Utilities,397.4624,7/11/2023,Pending,NULL,NULL
T2084,2,Expense,Taxes,Taxes,1103.5552,8/11/2023,Pending,NULL,NULL
T6757,1,Income,Bonus,Bonus,442.206,8/11/2023,Pending,NULL,NULL
T8228,2,Expense,Transport,Transport,327.216,8/11/2023,Pending,NULL,NULL
T1777,1,Expense,Restaurant,Restaurant,118.4128,9/11/2023,Cancelled,NULL,NULL
T2522,2,Expense,Utilities,Utilities,1558.0768,10/11/2023,Pending,INV-9562,NULL
T9702,1,Income,Salary,Salary,7882.812,10/11/2023,Pending,NULL,NULL
T8728,1,Expense,Groceries,Groceries,1385.4528,10/11/2023,Pending,NULL,NULL
T3251,1,Expense,Rent,Rent,726.4,10/11/2023,Completed,NULL,NULL
T5918,1,Expense,Restaurant,Restaurant,1572.4096,10/11/2023,Completed,NULL,NULL
T4051,1,Income,Salary,Salary,5413.014,10/11/2023,Completed,NULL,NULL
T6740,2,Income,Freelance,Freelance,7319.034,10/11/2023,Pending,NULL,NULL
T5123,1,Income,Salary,Salary,4139.478,11/11/2023,Completed,NULL,NULL
T1240,2,Income,Bonus,Bonus,5664.186,11/11/2023,Cancelled,NULL,NULL
T7235,2,Expense,Food and Drink,Food and Drink,615.8048,11/11/2023,Cancelled,INV-8715,NULL
T5491,2,Expense,Sending Money to Family,Sending Money to Family,182.2848,11/11/2023,Completed,NULL,NULL
T9388,1,Expense,Entertainment,Restaurant,1082.0672,12/11/2023,Pending,INV-5176,NULL
T6664,2,Income,Bonus,Bonus,187.65,12/11/2023,Pending,NULL,NULL
T2246,2,Expense,Food and Drink,Food and Drink,1578.5376,12/11/2023,Completed,NULL,NULL
T5996,1,Expense,Rent,Rent,1192.256,12/11/2023,Pending,NULL,NULL
T5939,1,Expense,Sending Money to Family,Sending Money to Family,99.488,12/11/2023,Pending,NULL,NULL
T3002,1,Expense,Transport,Transport,1556.4576,12/11/2023,Pending,INV-5837,NULL
T7319,2,Expense,Taxes,Taxes,917.8336,12/11/2023,Completed,INV-7631,NULL
T4488,2,Expense,Utilities,Utilities,166.7214,13/11/2023,Completed,INV-4314,NULL
T5363,1,Income,Bonus,Bonus,2403.666,13/11/2023,Cancelled,NULL,NULL
T5294,1,Income,Bonus,Bonus,5525.712,14/11/2023,Completed,NULL,NULL
T4661,1,Expense,Personal Care,Personal Care,143.30052,14/11/2023,Cancelled,INV-2715,NULL
T3085,1,Income,Salary,Salary,1293.516,14/11/2023,Pending,NULL,NULL
T2368,2,Expense,Sending Money to Family,Sending Money to Family,4.38444,14/11/2023,Completed,INV-2721,NULL
T5550,2,Income,Freelance,Freelance,5579.586,15/11/2023,Pending,NULL,NULL
T2576,1,Expense,Taxes,Taxes,3.1896,15/11/2023,Completed,INV-9883,NULL
T3028,2,Expense,Taxes,Taxes,62.5572,15/11/2023,Cancelled,INV-8777,NULL
T3904,2,Expense,Rent,Rent,226.29384,15/11/2023,Pending,NULL,NULL
T5400,1,Expense,Sending Money to Family,Sending Money to Family,63.83016,15/11/2023,Completed,NULL,NULL
T4389,2,Expense,Food and Drink,Food and Drink,28.88208,16/11/2023,Cancelled,NULL,NULL
T3277,1,Expense,Groceries,Groceries,105.48792,16/11/2023,Completed,NULL,NULL
T9837,2,Expense,Groceries,Groceries,25.90308,16/11/2023,Cancelled,NULL,NULL
T9706,2,Income,Salary,Salary,8826.66,17/11/2023,Completed,NULL,NULL
T6262,1,Expense,Utilities,Utilities,110.91924,17/11/2023,Pending,NULL,NULL
T1738,1,Expense,Sending Money to Family,Sending Money to Family,58.5648,17/11/2023,Pending,NULL,NULL
T6105,2,Income,Freelance,Freelance,4568.778,17/11/2023,Cancelled,NULL,NULL
T5413,1,Expense,Food and Drink,Food and Drink,43.38144,17/11/2023,Cancelled,INV-8162,NULL
T8489,2,Expense,Groceries,Groceries,108.9234,18/11/2023,Cancelled,NULL,NULL
T9771,1,Expense,Rent,Rent,9.83232,18/11/2023,Completed,NULL,NULL
T4682,2,Expense,Restaurant,Restaurant,113.40504,18/11/2023,Completed,NULL,NULL
T4236,1,Expense,Sending Money to Family,Sending Money to Family,152.15328,18/11/2023,Cancelled,NULL,NULL
T2616,1,Income,Salary,Salary,7062.282,18/11/2023,Cancelled,NULL,NULL
T5772,2,Expense,Sending Money to Family,Sending Money to Family,44.00604,18/11/2023,Cancelled,NULL,NULL
T4792,1,Expense,Food and Drink,Food and Drink,27.11916,19/11/2023,Cancelled,NULL,NULL
T2000,1,Expense,Rent,Rent,35.86896,19/11/2023,Pending,NULL,NULL
T7224,1,Income,Salary,Salary,664.83,19/11/2023,Completed,NULL,NULL
T9496,1,Expense,Groceries,Groceries,167.51412,19/11/2023,Completed,INV-2318,NULL
T7239,1,Expense,Personal Care,Personal Care,138.69684,20/11/2023,Pending,INV-9960,NULL
T2611,2,Expense,Food and Drink,Food and Drink,102.40704,20/11/2023,Pending,INV-6498,NULL
T3726,1,Income,Bonus,Transfer In,386.46,20/11/2023,Cancelled,NULL,NULL
T6913,2,Expense,Restaurant,Restaurant,124.65216,20/11/2023,Cancelled,NULL,NULL
T3982,2,Income,Salary,Salary,3316.104,20/11/2023,Pending,NULL,NULL
T3248,1,Expense,Entertainment,Amazon,143.86824,21/11/2023,Pending,INV-2360,NULL
T5360,1,Income,Salary,Salary,561.204,21/11/2023,Pending,NULL,NULL
T2636,1,Expense,Utilities,Utilities,146.7792,21/11/2023,Cancelled,NULL,NULL
T6519,1,Income,Bonus,Bonus,2207.25,22/11/2023,Pending,NULL,NULL
T6182,2,Expense,Rent,Rent,92.36304,22/11/2023,Cancelled,NULL,NULL
T7455,2,Expense,Food and Drink,Food and Drink,32.2902,22/11/2023,Completed,INV-1885,NULL
T9802,1,Expense,Taxes,Taxes,166.9986,22/11/2023,Cancelled,NULL,NULL
T3739,1,Expense,Entertainment,Travel,125.451,22/11/2023,Cancelled,INV-2267,NULL
T4260,2,Income,Freelance,Freelance,959.382,23/11/2023,Pending,NULL,NULL
T6732,2,Expense,Sending Money to Family,Sending Money to Family,65.46096,23/11/2023,Pending,NULL,NULL
T1248,1,Expense,Taxes,Taxes,111.88944,24/11/2023,Pending,NULL,NULL
T5309,1,Expense,Personal Care,Personal Care,133.28316,24/11/2023,Cancelled,NULL,NULL
T7480,2,Expense,Rent,Rent,269.25624,24/11/2023,Cancelled,NULL,NULL
T4977,1,Expense,Food and Drink,Food and Drink,52.83396,25/11/2023,Cancelled,INV-8938,NULL
T9331,2,Expense,Rent,Rent,97.00776,25/11/2023,Pending,NULL,NULL
T4358,1,Expense,Restaurant,Restaurant,138.94056,25/11/2023,Cancelled,NULL,NULL
T8175,1,Income,Bonus,Bonus,3276.324,26/11/2023,Cancelled,NULL,NULL
T3825,2,Income,Bonus,Bonus,4360.05,26/11/2023,Completed,NULL,NULL
T6100,2,Income,Salary,Salary,1731.546,26/11/2023,Completed,NULL,NULL
T7242,1,Expense,Taxes,Taxes,92.01024,26/11/2023,Completed,INV-8475,NULL
T5480,1,Income,Salary,Salary,1756.368,26/11/2023,Completed,NULL,NULL
T5995,1,Expense,Taxes,Taxes,172.73664,26/11/2023,Pending,NULL,NULL
T1631,1,Expense,Personal Care,Personal Care,179.42724,26/11/2023,Cancelled,NULL,NULL
T5497,2,Expense,Restaurant,Restaurant,307.2168,27/11/2023,Cancelled,NULL,NULL
T6494,1,Expense,Restaurant,Restaurant,216.7308,28/11/2023,Pending,NULL,NULL
T5344,2,Income,Bonus,Bonus,5299.92,28/11/2023,Pending,NULL,NULL
T1036,1,Expense,Groceries,Groceries,178.03728,28/11/2023,Pending,NULL,NULL
T9437,2,Expense,Groceries,Groceries,108.77868,28/11/2023,Pending,NULL,NULL
T9563,2,Expense,Restaurant,Restaurant,333.94176,29/11/2023,Pending,NULL,NULL
T4160,2,Expense,Groceries,Groceries,33.66036,29/11/2023,Completed,INV-9291,NULL
T5542,1,Expense,Groceries,Groceries,92.91276,29/11/2023,Pending,NULL,NULL
T9764,2,Expense,Groceries,Groceries,37.4112,29/11/2023,Pending,NULL,NULL
T9869,2,Income,Bonus,Bonus,993.456,29/11/2023,Cancelled,NULL,NULL
T6398,1,Expense,Transport,Transport,26.44452,29/11/2023,Cancelled,NULL,NULL
T1140,1,Expense,Food and Drink,Food and Drink,112.22748,29/11/2023,Cancelled,INV-1369,NULL
T2787,1,Expense,Taxes,Taxes,95.14512,29/11/2023,Cancelled,NULL,NULL
T9889,2,Expense,Sending Money to Family,Sending Money to Family,87.28776,30/11/2023,Pending,NULL,NULL
T2915,1,Expense,Sending Money to Family,Sending Money to Family,53.2422,30/11/2023,Pending,NULL,NULL
T6973,1,Income,Salary,Salary,7988.454,30/11/2023,Pending,NULL,NULL
T6631,1,Income,Bonus,Bonus,5711.418,30/11/2023,Cancelled,NULL,NULL
T5141,1,Expense,Rent,Rent,1149.0752,1/12/2023,Completed,NULL,NULL
T2445,2,Expense,Groceries,Groceries,887.3984,1/12/2023,Completed,INV-1767,NULL
T8412,2,Expense,Restaurant,Restaurant,604.8768,1/12/2023,Completed,NULL,NULL
T8589,2,Income,Bonus,Bonus,3557.268,1/12/2023,Pending,NULL,NULL
T2618,1,Expense,Groceries,Groceries,1532.9056,1/12/2023,Cancelled,INV-5152,NULL
T6748,1,Expense,Groceries,Groceries,155.8656,1/12/2023,Pending,INV-2129,NULL
T7165,1,Expense,Restaurant,Restaurant,2629.824,1/12/2023,Completed,NULL,NULL
T1511,2,Income,Bonus,Bonus,7060.932,2/12/2023,Cancelled,NULL,NULL
T9838,2,Expense,Sending Money to Family,Sending Money to Family,1305.4784,2/12/2023,Completed,NULL,NULL
T5108,2,Income,Bonus,Bonus,6718.968,2/12/2023,Cancelled,NULL,NULL
T7732,2,Income,Salary,Salary,7983.252,3/12/2023,Completed,NULL,NULL
T1069,1,Expense,Taxes,Taxes,798.3008,3/12/2023,Completed,NULL,NULL
T5403,1,Expense,Utilities,Utilities,1338.5056,3/12/2023,Completed,INV-5589,NULL
T8011,2,Income,Freelance,Freelance,2766.942,3/12/2023,Completed,NULL,NULL
T7253,1,Income,Freelance,Freelance,4858.182,4/12/2023,Completed,NULL,NULL
T9989,1,Income,Salary,Salary,6437.376,4/12/2023,Cancelled,NULL,NULL
T3637,1,Expense,Personal Care,Personal Care,1414.1664,4/12/2023,Completed,NULL,NULL
T8952,2,Expense,Food and Drink,Food and Drink,624.2944,4/12/2023,Completed,INV-2552,NULL
T4790,1,Income,Freelance,Freelance,2235.6,4/12/2023,Cancelled,NULL,NULL
T6231,2,Expense,Taxes,Taxes,838.4032,4/12/2023,Cancelled,INV-5964,NULL
